year,match_id,match_name,stage_name,group_name,match_date,match_time,stadium_name,city_name,country_name,home_team_name,away_team_name,score,home_team_score,away_team_score,extra_time,penalty_shootout,score_penalties,result
2014,M-2014-08,Ivory Coast vs Japan,group stage,Group C,2014-06-14,22:00,Arena Pernambuco,Recife,Brazil,Ivory Coast,Japan,2–1,2,1,0,0,0-0,home team win
2014,M-2014-09,Switzerland vs Ecuador,group stage,Group E,2014-06-15,13:00,Estádio Nacional,Brasília,Brazil,Switzerland,Ecuador,2–1,2,1,0,0,0-0,home team win
2014,M-2014-10,France vs Honduras,group stage,Group E,2014-06-15,16:00,Estádio Beira-Rio,Porto Alegre,Brazil,France,Honduras,3–0,3,0,0,0,0-0,home team win
2014,M-2014-11,Argentina vs Bosnia and Herzegovina,group stage,Group F,2014-06-15,19:00,Estádio do Maracanã,Rio de Janeiro,Brazil,Argentina,Bosnia and Herzegovina,2–1,2,1,0,0,0-0,home team win
2014,M-2014-12,Germany vs Portugal,group stage,Group G,2014-06-16,13:00,Arena Fonte Nova,Salvador,Brazil,Germany,Portugal,4–0,4,0,0,0,0-0,home team win
2014,M-2014-13,Iran vs Nigeria,group stage,Group F,2014-06-16,16:00,Arena da Baixada,Curitiba,Brazil,Iran,Nigeria,0–0,0,0,0,0,0-0,draw
2014,M-2014-14,Ghana vs United States,group stage,Group G,2014-06-16,19:00,Arena das Dunas,Natal,Brazil,Ghana,United States,1–2,1,2,0,0,0-0,away team win
2014,M-2014-15,Belgium vs Algeria,group stage,Group H,2014-06-17,13:00,Estádio Mineirão,Belo Horizonte,Brazil,Belgium,Algeria,2–1,2,1,0,0,0-0,home team win
2014,M-2014-16,Brazil vs Mexico,group stage,Group A,2014-06-17,16:00,Estádio Castelão,Fortaleza,Brazil,Brazil,Mexico,0–0,0,0,0,0,0-0,draw
2014,M-2014-17,Russia vs South Korea,group stage,Group H,2014-06-17,18:00,Arena Pantanal,Cuiabá,Brazil,Russia,South Korea,1–1,1,1,0,0,0-0,draw
2014,M-2014-18,Australia vs Netherlands,group stage,Group B,2014-06-18,13:00,Estádio Beira-Rio,Porto Alegre,Brazil,Australia,Netherlands,2–3,2,3,0,0,0-0,away team win
2014,M-2014-19,Spain vs Chile,group stage,Group B,2014-06-18,16:00,Estádio do Maracanã,Rio de Janeiro,Brazil,Spain,Chile,0–2,0,2,0,0,0-0,away team win
2014,M-2014-20,Cameroon vs Croatia,group stage,Group A,2014-06-18,18:00,Arena da Amazônia,Manaus,Brazil,Cameroon,Croatia,0–4,0,4,0,0,0-0,away team win
2014,M-2014-21,Colombia vs Ivory Coast,group stage,Group C,2014-06-19,13:00,Estádio Nacional,Brasília,Brazil,Colombia,Ivory Coast,2–1,2,1,0,0,0-0,home team win
2014,M-2014-22,Uruguay vs England,group stage,Group D,2014-06-19,16:00,Arena Corinthians,São Paulo,Brazil,Uruguay,England,2–1,2,1,0,0,0-0,home team win
2014,M-2014-23,Japan vs Greece,group stage,Group C,2014-06-19,19:00,Arena das Dunas,Natal,Brazil,Japan,Greece,0–0,0,0,0,0,0-0,draw
2014,M-2014-24,Italy vs Costa Rica,group stage,Group D,2014-06-20,13:00,Arena Pernambuco,Recife,Brazil,Italy,Costa Rica,0–1,0,1,0,0,0-0,away team win
2014,M-2014-25,Switzerland vs France,group stage,Group E,2014-06-20,16:00,Arena Fonte Nova,Salvador,Brazil,Switzerland,France,2–5,2,5,0,0,0-0,away team win
2014,M-2014-26,Honduras vs Ecuador,group stage,Group E,2014-06-20,19:00,Arena da Baixada,Curitiba,Brazil,Honduras,Ecuador,1–2,1,2,0,0,0-0,away team win
2014,M-2014-27,Argentina vs Iran,group stage,Group F,2014-06-21,13:00,Estádio Mineirão,Belo Horizonte,Brazil,Argentina,Iran,1–0,1,0,0,0,0-0,home team win
2014,M-2014-28,Germany vs Ghana,group stage,Group G,2014-06-21,16:00,Estádio Castelão,Fortaleza,Brazil,Germany,Ghana,2–2,2,2,0,0,0-0,draw
2014,M-2014-29,Nigeria vs Bosnia and Herzegovina,group stage,Group F,2014-06-21,18:00,Arena Pantanal,Cuiabá,Brazil,Nigeria,Bosnia and Herzegovina,1–0,1,0,0,0,0-0,home team win
2014,M-2014-30,Belgium vs Russia,group stage,Group H,2014-06-22,13:00,Estádio do Maracanã,Rio de Janeiro,Brazil,Belgium,Russia,1–0,1,0,0,0,0-0,home team win
2014,M-2014-31,South Korea vs Algeria,group stage,Group H,2014-06-22,16:00,Estádio Beira-Rio,Porto Alegre,Brazil,South Korea,Algeria,2–4,2,4,0,0,0-0,away team win
2014,M-2014-32,United States vs Portugal,group stage,Group G,2014-06-22,18:00,Arena da Amazônia,Manaus,Brazil,United States,Portugal,2–2,2,2,0,0,0-0,draw
2014,M-2014-33,Australia vs Spain,group stage,Group B,2014-06-23,13:00,Arena da Baixada,Curitiba,Brazil,Australia,Spain,0–3,0,3,0,0,0-0,away team win
2014,M-2014-34,Netherlands vs Chile,group stage,Group B,2014-06-23,13:00,Arena Corinthians,São Paulo,Brazil,Netherlands,Chile,2–0,2,0,0,0,0-0,home team win
2014,M-2014-35,Cameroon vs Brazil,group stage,Group A,2014-06-23,17:00,Estádio Nacional,Brasília,Brazil,Cameroon,Brazil,1–4,1,4,0,0,0-0,away team win
2014,M-2014-36,Croatia vs Mexico,group stage,Group A,2014-06-23,17:00,Arena Pernambuco,Recife,Brazil,Croatia,Mexico,1–3,1,3,0,0,0-0,away team win
2014,M-2014-37,Costa Rica vs England,group stage,Group D,2014-06-24,13:00,Estádio Mineirão,Belo Horizonte,Brazil,Costa Rica,England,0–0,0,0,0,0,0-0,draw
2014,M-2014-38,Italy vs Uruguay,group stage,Group D,2014-06-24,13:00,Arena das Dunas,Natal,Brazil,Italy,Uruguay,0–1,0,1,0,0,0-0,away team win
2014,M-2014-39,Japan vs Colombia,group stage,Group C,2014-06-24,16:00,Arena Pantanal,Cuiabá,Brazil,Japan,Colombia,1–4,1,4,0,0,0-0,away team win
2014,M-2014-40,Greece vs Ivory Coast,group stage,Group C,2014-06-24,17:00,Estádio Castelão,Fortaleza,Brazil,Greece,Ivory Coast,2–1,2,1,0,0,0-0,home team win
2014,M-2014-41,Bosnia and Herzegovina vs Iran,group stage,Group F,2014-06-25,13:00,Arena Fonte Nova,Salvador,Brazil,Bosnia and Herzegovina,Iran,3–1,3,1,0,0,0-0,home team win
2014,M-2014-42,Nigeria vs Argentina,group stage,Group F,2014-06-25,13:00,Estádio Beira-Rio,Porto Alegre,Brazil,Nigeria,Argentina,2–3,2,3,0,0,0-0,away team win
2014,M-2014-43,Honduras vs Switzerland,group stage,Group E,2014-06-25,16:00,Arena da Amazônia,Manaus,Brazil,Honduras,Switzerland,0–3,0,3,0,0,0-0,away team win
2014,M-2014-44,Ecuador vs France,group stage,Group E,2014-06-25,17:00,Estádio do Maracanã,Rio de Janeiro,Brazil,Ecuador,France,0–0,0,0,0,0,0-0,draw
2014,M-2014-45,Portugal vs Ghana,group stage,Group G,2014-06-26,13:00,Estádio Nacional,Brasília,Brazil,Portugal,Ghana,2–1,2,1,0,0,0-0,home team win
2014,M-2014-46,United States vs Germany,group stage,Group G,2014-06-26,13:00,Arena Pernambuco,Recife,Brazil,United States,Germany,0–1,0,1,0,0,0-0,away team win
2014,M-2014-47,Algeria vs Russia,group stage,Group H,2014-06-26,17:00,Arena da Baixada,Curitiba,Brazil,Algeria,Russia,1–1,1,1,0,0,0-0,draw
2014,M-2014-48,South Korea vs Belgium,group stage,Group H,2014-06-26,17:00,Arena Corinthians,São Paulo,Brazil,South Korea,Belgium,0–1,0,1,0,0,0-0,away team win
2014,M-2014-49,Brazil vs Chile,round of 16,not applicable,2014-06-28,13:00,Estádio Mineirão,Belo Horizonte,Brazil,Brazil,Chile,1–1,1,1,1,1,3–2,home team win
2014,M-2014-50,Colombia vs Uruguay,round of 16,not applicable,2014-06-28,17:00,Estádio do Maracanã,Rio de Janeiro,Brazil,Colombia,Uruguay,2–0,2,0,0,0,0-0,home team win
2014,M-2014-51,Netherlands vs Mexico,round of 16,not applicable,2014-06-29,13:00,Estádio Castelão,Fortaleza,Brazil,Netherlands,Mexico,2–1,2,1,0,0,0-0,home team win
2014,M-2014-52,Costa Rica vs Greece,round of 16,not applicable,2014-06-29,17:00,Arena Pernambuco,Recife,Brazil,Costa Rica,Greece,1–1,1,1,1,1,5–3,home team win
2014,M-2014-53,France vs Nigeria,round of 16,not applicable,2014-06-30,13:00,Estádio Nacional,Brasília,Brazil,France,Nigeria,2–0,2,0,0,0,0-0,home team win
2014,M-2014-54,Germany vs Algeria,round of 16,not applicable,2014-06-30,17:00,Estádio Beira-Rio,Porto Alegre,Brazil,Germany,Algeria,2–1,2,1,1,0,0-0,home team win
2014,M-2014-55,Argentina vs Switzerland,round of 16,not applicable,2014-07-01,13:00,Arena Corinthians,São Paulo,Brazil,Argentina,Switzerland,1–0,1,0,1,0,0-0,home team win
2014,M-2014-56,Belgium vs United States,round of 16,not applicable,2014-07-01,17:00,Arena Fonte Nova,Salvador,Brazil,Belgium,United States,2–1,2,1,1,0,0-0,home team win
2014,M-2014-57,France vs Germany,quarter-finals,not applicable,2014-07-04,13:00,Estádio do Maracanã,Rio de Janeiro,Brazil,France,Germany,0–1,0,1,0,0,0-0,away team win
2014,M-2014-58,Brazil vs Colombia,quarter-finals,not applicable,2014-07-04,17:00,Estádio Castelão,Fortaleza,Brazil,Brazil,Colombia,2–1,2,1,0,0,0-0,home team win
2014,M-2014-59,Argentina vs Belgium,quarter-finals,not applicable,2014-07-05,13:00,Estádio Nacional,Brasília,Brazil,Argentina,Belgium,1–0,1,0,0,0,0-0,home team win
2014,M-2014-60,Netherlands vs Costa Rica,quarter-finals,not applicable,2014-07-05,17:00,Arena Fonte Nova,Salvador,Brazil,Netherlands,Costa Rica,0–0,0,0,1,1,4–3,home team win
2014,M-2014-61,Brazil vs Germany,semi-finals,not applicable,2014-07-08,17:00,Estádio Mineirão,Belo Horizonte,Brazil,Brazil,Germany,1–7,1,7,0,0,0-0,away team win
2014,M-2014-62,Netherlands vs Argentina,semi-finals,not applicable,2014-07-09,17:00,Arena Corinthians,São Paulo,Brazil,Netherlands,Argentina,0–0,0,0,1,1,2–4,away team win
2014,M-2014-63,Brazil vs Netherlands,third-place match,not applicable,2014-07-12,17:00,Estádio Nacional,Brasília,Brazil,Brazil,Netherlands,0–3,0,3,0,0,0-0,away team win
2014,M-2014-64,Germany vs Argentina,final,not applicable,2014-07-13,16:00,Estádio do Maracanã,Rio de Janeiro,Brazil,Germany,Argentina,1–0,1,0,1,0,0-0,home team win
2018,M-2018-01,Russia vs Saudi Arabia,group stage,Group A,2018-06-14,18:00,Luzhniki Stadium,Moscow,Russia,Russia,Saudi Arabia,5–0,5,0,0,0,0-0,home team win
2018,M-2018-02,Egypt vs Uruguay,group stage,Group A,2018-06-15,17:00,Central Stadium,Yekaterinburg,Russia,Egypt,Uruguay,0–1,0,1,0,0,0-0,away team win
2018,M-2018-03,Morocco vs Iran,group stage,Group B,2018-06-15,18:00,Krestovsky Stadium,Saint Petersburg,Russia,Morocco,Iran,0–1,0,1,0,0,0-0,away team win
2018,M-2018-04,Portugal vs Spain,group stage,Group B,2018-06-15,21:00,Fisht Olympic Stadium,Sochi,Russia,Portugal,Spain,3–3,3,3,0,0,0-0,draw
2018,M-2018-05,France vs Australia,group stage,Group C,2018-06-16,13:00,Kazan Arena,Kazan,Russia,France,Australia,2–1,2,1,0,0,0-0,home team win
2018,M-2018-06,Argentina vs Iceland,group stage,Group D,2018-06-16,16:00,Otkritie Arena,Moscow,Russia,Argentina,Iceland,1–1,1,1,0,0,0-0,draw
2018,M-2018-07,Peru vs Denmark,group stage,Group C,2018-06-16,19:00,Mordovia Arena,Saransk,Russia,Peru,Denmark,0–1,0,1,0,0,0-0,away team win
2018,M-2018-08,Croatia vs Nigeria,group stage,Group D,2018-06-16,21:00,Kaliningrad Stadium,Kaliningrad,Russia,Croatia,Nigeria,2–0,2,0,0,0,0-0,home team win
2018,M-2018-09,Costa Rica vs Serbia,group stage,Group E,2018-06-17,16:00,Samara Arena,Samara,Russia,Costa Rica,Serbia,0–1,0,1,0,0,0-0,away team win
2018,M-2018-10,Germany vs Mexico,group stage,Group F,2018-06-17,18:00,Luzhniki Stadium,Moscow,Russia,Germany,Mexico,0–1,0,1,0,0,0-0,away team win
2018,M-2018-11,Brazil vs Switzerland,group stage,Group E,2018-06-17,21:00,Rostov Arena,Rostov-on-Don,Russia,Brazil,Switzerland,1–1,1,1,0,0,0-0,draw
2018,M-2018-12,Sweden vs South Korea,group stage,Group F,2018-06-18,15:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Sweden,South Korea,1–0,1,0,0,0,0-0,home team win
2018,M-2018-13,Belgium vs Panama,group stage,Group G,2018-06-18,18:00,Fisht Olympic Stadium,Sochi,Russia,Belgium,Panama,3–0,3,0,0,0,0-0,home team win
2018,M-2018-14,Tunisia vs England,group stage,Group G,2018-06-18,21:00,Volgograd Arena,Volgograd,Russia,Tunisia,England,1–2,1,2,0,0,0-0,away team win
2018,M-2018-15,Colombia vs Japan,group stage,Group H,2018-06-19,15:00,Mordovia Arena,Saransk,Russia,Colombia,Japan,1–2,1,2,0,0,0-0,away team win
2018,M-2018-16,Poland vs Senegal,group stage,Group H,2018-06-19,18:00,Otkritie Arena,Moscow,Russia,Poland,Senegal,1–2,1,2,0,0,0-0,away team win
2018,M-2018-17,Russia vs Egypt,group stage,Group A,2018-06-19,21:00,Krestovsky Stadium,Saint Petersburg,Russia,Russia,Egypt,3–1,3,1,0,0,0-0,home team win
2018,M-2018-18,Portugal vs Morocco,group stage,Group B,2018-06-20,15:00,Luzhniki Stadium,Moscow,Russia,Portugal,Morocco,1–0,1,0,0,0,0-0,home team win
2018,M-2018-19,Uruguay vs Saudi Arabia,group stage,Group A,2018-06-20,18:00,Rostov Arena,Rostov-on-Don,Russia,Uruguay,Saudi Arabia,1–0,1,0,0,0,0-0,home team win
2018,M-2018-20,Iran vs Spain,group stage,Group B,2018-06-20,21:00,Kazan Arena,Kazan,Russia,Iran,Spain,0–1,0,1,0,0,0-0,away team win
2018,M-2018-21,Denmark vs Australia,group stage,Group C,2018-06-21,16:00,Samara Arena,Samara,Russia,Denmark,Australia,1–1,1,1,0,0,0-0,draw
2018,M-2018-22,France vs Peru,group stage,Group C,2018-06-21,20:00,Central Stadium,Yekaterinburg,Russia,France,Peru,1–0,1,0,0,0,0-0,home team win
2018,M-2018-23,Argentina vs Croatia,group stage,Group D,2018-06-21,21:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Argentina,Croatia,0–3,0,3,0,0,0-0,away team win
2018,M-2018-24,Brazil vs Costa Rica,group stage,Group E,2018-06-22,15:00,Krestovsky Stadium,Saint Petersburg,Russia,Brazil,Costa Rica,2–0,2,0,0,0,0-0,home team win
2018,M-2018-25,Nigeria vs Iceland,group stage,Group D,2018-06-22,18:00,Volgograd Arena,Volgograd,Russia,Nigeria,Iceland,2–0,2,0,0,0,0-0,home team win
2018,M-2018-26,Serbia vs Switzerland,group stage,Group E,2018-06-22,20:00,Kaliningrad Stadium,Kaliningrad,Russia,Serbia,Switzerland,1–2,1,2,0,0,0-0,away team win
2018,M-2018-27,Belgium vs Tunisia,group stage,Group G,2018-06-23,15:00,Otkritie Arena,Moscow,Russia,Belgium,Tunisia,5–2,5,2,0,0,0-0,home team win
2018,M-2018-28,South Korea vs Mexico,group stage,Group F,2018-06-23,18:00,Rostov Arena,Rostov-on-Don,Russia,South Korea,Mexico,1–2,1,2,0,0,0-0,away team win
2018,M-2018-29,Germany vs Sweden,group stage,Group F,2018-06-23,21:00,Fisht Olympic Stadium,Sochi,Russia,Germany,Sweden,2–1,2,1,0,0,0-0,home team win
2018,M-2018-30,England vs Panama,group stage,Group G,2018-06-24,15:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,England,Panama,6–1,6,1,0,0,0-0,home team win
2018,M-2018-31,Japan vs Senegal,group stage,Group H,2018-06-24,20:00,Central Stadium,Yekaterinburg,Russia,Japan,Senegal,2–2,2,2,0,0,0-0,draw
2018,M-2018-32,Poland vs Colombia,group stage,Group H,2018-06-24,21:00,Kazan Arena,Kazan,Russia,Poland,Colombia,0–3,0,3,0,0,0-0,away team win
2018,M-2018-33,Saudi Arabia vs Egypt,group stage,Group A,2018-06-25,17:00,Volgograd Arena,Volgograd,Russia,Saudi Arabia,Egypt,2–1,2,1,0,0,0-0,home team win
2018,M-2018-34,Uruguay vs Russia,group stage,Group A,2018-06-25,18:00,Samara Arena,Samara,Russia,Uruguay,Russia,3–0,3,0,0,0,0-0,home team win
2018,M-2018-35,Spain vs Morocco,group stage,Group B,2018-06-25,20:00,Kaliningrad Stadium,Kaliningrad,Russia,Spain,Morocco,2–2,2,2,0,0,0-0,draw
2018,M-2018-36,Iran vs Portugal,group stage,Group B,2018-06-25,21:00,Mordovia Arena,Saransk,Russia,Iran,Portugal,1–1,1,1,0,0,0-0,draw
2018,M-2018-37,Australia vs Peru,group stage,Group C,2018-06-26,17:00,Fisht Olympic Stadium,Sochi,Russia,Australia,Peru,0–2,0,2,0,0,0-0,away team win
2018,M-2018-38,Denmark vs France,group stage,Group C,2018-06-26,17:00,Luzhniki Stadium,Moscow,Russia,Denmark,France,0–0,0,0,0,0,0-0,draw
2018,M-2018-39,Iceland vs Croatia,group stage,Group D,2018-06-26,21:00,Rostov Arena,Rostov-on-Don,Russia,Iceland,Croatia,1–2,1,2,0,0,0-0,away team win
2018,M-2018-40,Nigeria vs Argentina,group stage,Group D,2018-06-26,21:00,Krestovsky Stadium,Saint Petersburg,Russia,Nigeria,Argentina,1–2,1,2,0,0,0-0,away team win
2018,M-2018-41,South Korea vs Germany,group stage,Group F,2018-06-27,17:00,Kazan Arena,Kazan,Russia,South Korea,Germany,2–0,2,0,0,0,0-0,home team win
2018,M-2018-42,Mexico vs Sweden,group stage,Group F,2018-06-27,19:00,Central Stadium,Yekaterinburg,Russia,Mexico,Sweden,0–3,0,3,0,0,0-0,away team win
2018,M-2018-43,Serbia vs Brazil,group stage,Group E,2018-06-27,21:00,Otkritie Arena,Moscow,Russia,Serbia,Brazil,0–2,0,2,0,0,0-0,away team win
2018,M-2018-44,Switzerland vs Costa Rica,group stage,Group E,2018-06-27,21:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Switzerland,Costa Rica,2–2,2,2,0,0,0-0,draw
2018,M-2018-45,Japan vs Poland,group stage,Group H,2018-06-28,17:00,Volgograd Arena,Volgograd,Russia,Japan,Poland,0–1,0,1,0,0,0-0,away team win
2018,M-2018-46,Senegal vs Colombia,group stage,Group H,2018-06-28,18:00,Samara Arena,Samara,Russia,Senegal,Colombia,0–1,0,1,0,0,0-0,away team win
2018,M-2018-47,England vs Belgium,group stage,Group G,2018-06-28,20:00,Kaliningrad Stadium,Kaliningrad,Russia,England,Belgium,0–1,0,1,0,0,0-0,away team win
2018,M-2018-48,Panama vs Tunisia,group stage,Group G,2018-06-28,21:00,Mordovia Arena,Saransk,Russia,Panama,Tunisia,1–2,1,2,0,0,0-0,away team win
2018,M-2018-49,France vs Argentina,round of 16,not applicable,2018-06-30,17:00,Kazan Arena,Kazan,Russia,France,Argentina,4–3,4,3,0,0,0-0,home team win
2018,M-2018-50,Uruguay vs Portugal,round of 16,not applicable,2018-06-30,21:00,Fisht Olympic Stadium,Sochi,Russia,Uruguay,Portugal,2–1,2,1,0,0,0-0,home team win
2018,M-2018-51,Spain vs Russia,round of 16,not applicable,2018-07-01,17:00,Luzhniki Stadium,Moscow,Russia,Spain,Russia,1–1,1,1,1,1,3–4,away team win
2018,M-2018-52,Croatia vs Denmark,round of 16,not applicable,2018-07-01,21:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Croatia,Denmark,1–1,1,1,1,1,3–2,home team win
2018,M-2018-53,Brazil vs Mexico,round of 16,not applicable,2018-07-02,18:00,Samara Arena,Samara,Russia,Brazil,Mexico,2–0,2,0,0,0,0-0,home team win
2018,M-2018-54,Belgium vs Japan,round of 16,not applicable,2018-07-02,21:00,Rostov Arena,Rostov-on-Don,Russia,Belgium,Japan,3–2,3,2,0,0,0-0,home team win
